Key,Type,Desc,Ru
Missions/#234_mission,Text,,"Египет преодолел недавние проблемы, обретя новые силы. Библ, край зелёных лесов и богатых залежей меди, теперь наш! Под вашим руководством город начнёт процветать, знаменуя появление Нового царства. Однако после завоевания Библа мы сделали тревожное открытие! Почти вся Азия захвачена доселе неизвестным и свирепым народом хеттов, и некоторые считают, что их империя соперничает по размеру с нашей. И теперь они обратили свой взор на Библ, привлечённые его богатствами. Если мы не подготовимся к их нападению, то город скоро окажется в руках врага.

Готовясь к столкновению с хеттами, мы должны отметить город символом нашего могущества. С вашего позволения, о великий фараон, мы воздвигнем три обелиска — два малых и один большой, которые возвестят о вашем величии и славе по всей империи. Эти возвышающиеся монументы напомнят жителям Библа, кому они теперь должны быть верны. Пока мы заняты делами в Библе, другим городам Египта всё ещё угрожает опасность. Нубийцы продвинулись на север и уже достигли первого порога, и мы должны помочь нашим соотечественникам отбросить их назад. Донесения из Роварти свидетельствую о появлении нового и доселе неизвестного врага — народов моря. Оба врага должны быть повержены во славу Египта. Продемонстрируйте свою мощь, отправляйте войска и военные корабли в случае необходимости."
Missions/#235_mission,Text,,"Изгнав гиксосов с нашей земли, наша страна готова к перерождению — Новому царству, величие которого затмит былую славу. О благороднейший фараон, Баки станет идеальным местом для появления Нового царства. Богатые залежи местного золота помогут вам создать новый облик Египта. Хотя Царство находится всего в шаге от величия, всё ещё остаётся несколько неотложных проблем. Многие города всё ещё не могут оправиться от разрушительных набегов гиксосов и нуждаются в помощи фараона. В других областях старые недруги Египта всё ещё нападают на нас, а северные берега разоряют новые враги — народы моря. Приготовьтесь защищать египетские города от наших противников, как старых, так и новых.

Влияние Египта растёт, и многие города хотят вести с нами торговлю. Некоторые из этих городов настолько знакомы с нашими обычаями и восхищаются вашим могуществом, что считают себя египтянами, тогда как другие являются для нас чужеземцами и торгуют с нами впервые. Воспользуйтесь этими отношениями во славу Египта, чтобы обеспечить своих людей всеми необходимыми товарами. В честь новой эпохи придворный архитекторы жаждут воздвигнуть для вас две пирамиды и величественный мавзолей, о фараон. Они послужат свидетельством богатства и величия, которые вы принесли Египту."
Missions/#236_mission,Text,,"О золотой Гор, наша власть над Азией сильна и неоспорима, и наши границы вновь простираются далеко в Нубию. Однако наши проблемы на северном побережье всё обостряются. Народы моря становятся всё агрессивнее, беспричинно разоряя наши города. Лишь присутствие самого фараона поможет победить этого свирепого и коварного противника. Если вы направите флот, подкреплённый сильной армией, мы обязательно победим народы моря. Пока вы боретесь с этим врагом, ваши отважные номархи ведут наступление по всему миру. Если они преуспеют, владения Египта будут простираться от великой реки Евфрат в Азии до обширного кушитского города Кермы на юге.

Благодаря вашим победам ваша династия войдёт в историю как величайшая из всех, что правили Египтом. О вашем растущем влиянии свидетельствуют новые связи с далёким городом Микенами. Узнав о величии и щедрости Египта, царь Микен пожелал вести с нами торговлю. Если вы согласитесь открыть торговый путь, о фараон, ваши жители получат доступ к экзотическим товарам, каких никогда ещё не встречали. Чтобы обеспечить пристанище в загробном мире для царского рода, необходимо воздвигнуть грандиозный мавзолей и две внушительные кирпичные пирамиды. Эти монументы станут напоминанием о ваших мирных и военных свершениях."
Missions/#237_mission,Text,,"О великодушный фараон, вы принесли нашему народу мир и процветание. Под вашим мудрым и умелым руководством Египет вновь стал сильной и величественной империей. Все номархи верно служат вам, и стране больше ничто не угрожает. Вы выполнили всё, что ваш род намеревался сделать много лет назад, и теперь пришло время увековечить достижения вашей великой династии.

Для этого необходимо в Ростау воздвигнуть величайшую пирамиду в истории Египта, которая превзойдёт размерами даже пирамиду Хуфу. Другие члены вашего благородного рода многим пожертвовали, чтобы вы смогли править Египтом. Вы должны почтить их вклад, воздвигнув мавзолей из песчаника в знак признания их непоколебимой поддержки. Лучше всего для строительства подойдёт Хотеп-Сенусерт в богатом Фаюме. Здесь, занимаясь строительством великой пирамиды, вы сможете руководить всеми государственными делами и отвечать на запросы городов."
Missions/#C39_mission,Text,,"Ужасное горе постигло нашего любимого молодого фараона Тутанхамона! Его правление, сулившее много славы, было безжалостно оборвано рукой судьбы. Рабочим Дейр-эль-Медина пора снова готовить усыпальницу для фараона. Из-за его неожиданно ранней смерти заставьте рабочих приложить все усилия.

Гробница должна быть полностью оснащена всеми необходимыми подношениями для путешествия в загробный мир и готова принять священные останки Тутанхамона!"
Missions/#C42_mission,Text,,"Земля Амурра, близ левантийского побережья, дрожит от поступи ваших могучих легионов, о благословенный фараон. Этот край богат не только драгоценными камнями, но и многочисленными распрями. Вооружённые хетты во главе с нечестивым царём Мутваталли вновь пытаются оспорить власть над этой землёй, по праву принадлежащей нам. Захваченные лазутчики говорят, что враждебные банды царя далеко на севере и пока что не представляют угрозы. Но стоит ли этому верить? Мудр тот воин, что в бою не опустит своего щита. Чтобы подавить мятежные слухи, вы, наш самый почитаемый фараон, Рамсес II, сын Ра, прибыли в город-крепость Кадеш.

На его окраинах уже стоят лагеря двух отрядов ваших грозных колесничих. Но это ещё не всё. В вашем непосредственном распоряжении также другие отряды опытных воинов — тех, кто недавно сражался у Симиры. Но будьте осторожны! Возможно, стоит поберечь эти ценные войска, пока в них не возникнет настоящая потребность, ибо мудр и тот воин, что способен призвать верных товарищей в самый разгар битвы. Как только жалкий враг будет побеждён, понадобится возродить застойную экономику Кадеша, чтобы и он смог приумножать славу Египта. Добывайте самоцветы и наймите искусных ювелиров для изготовления изысканных изделий для верных подданных фараона. На предметы роскоши столь редкой красоты будет немалый спрос!"
Missions/#C44_mission,Text,,"Прошло немало славных лет с тех пор, как наш фараон, почтеннейший Рамсес II, принял посох и цеп от своего отца Сети I. С благословением Ра его правление продлится на долгие годы. Однако, пора вгрызаться в недра скал для подготовки места вечного упокоения для нашего прославленного правителя. Он представил вашему архитектору план самой большой гробницы в истории, что превзойдёт даже гробницу своего отца. Вам предстоит проследить за выполнением этого царского распоряжения.

Но будьте осторожны! Среди свободомыслящих рабочих и рабов наблюдается некоторое недовольство, как здесь, так и в Нижнем Египте. Их возглавляет человек, некогда росший при дворе нашего фараон, и теперь грозящий воззвать к своему богу для вмешательства. Он и его люди надеются, что с божественной помощью они смогут добиться своего. Теперь даже жрецы и святые мужи спорят о правдивости этих угроз. И пока мы терпеливо ждём их мнения, стоит приготовиться ко всему неожиданному."
Missions/#C46_mission,Text,,"Со времён правления великого Шабаки, объединившего Верхний и Нижний Египет, предшественника фараона Тахарки, не утихает противостояние с воинственными ассирийцами. При жизни фараон Шабака помогла нашим братским народам в Палестине, страдавшим под жёстким гнётом Ассирии. Берегитесь! Приспешники нечестивого царя Асархаддона снова выступили в поход, намереваясь, как и всегда, захватить плодородные земли Египта. Настало время показать себя!

В качестве царского правителя Мигдола вам предстоит отразить несколько атак проклятых врагов. Ваша крепость на восточном краю дельты Нила находится на передовой линии обороны Египта.  Важно как следует обучить воинов и наладить поставки оружия — или сырья, из которого вы будете производить оружие сами. Будьте смелы! Чтобы сохранить независимость Египта, следует дать мощный отпор врагу. Если вы устоите, победа будет за нами.

Тахарка, великий фараон, второй сын Шабаки, будет следить за вашими успехами!"
Missions/#C47_mission,Text,,"В течение многих поколений египтяне страдали под гнётом безжалостной Персии. Однако ныне господство Вавилона в нашей священной земле не так сильно, как раньше. Пока проклятые угнетатели погрязли в политических распрях с Грецией, череда восстаний в Египте наконец смогла ослабить ненавистную хватку персов. Впрочем, до фараона Ахориса дошли вести, что к нашим берегам по приказу Артаксеркса II направляются корабли под командованием флотоводца Конона (греческого приспешника, купленного на персидское золото). Фараон Ахорис мудро рассудил, что нам необходим сильный флот в Ниле, чтобы остановить это вторжение.

Будучи царским наместником Таниса, вы должны построить надёжные корабли и обучить умелых воинов, дабы защитить подступы с моря и суши. Вам понадобится установить торговый путь к Энгоми на Кипре ради закупок прочной древесины. Медь можно закупать там же. Торговый путь довольно опасен, поскольку пролегает у побережья Леванта, находящегося во власти наших врагов. Снабжайте фараона всем необходимым, чтобы пополнить свои доходы. Учтите, что в такое неспокойное время средства находятся на исходе. Чтобы преуспеть, вы должны стать как бережливым торговцем, так и умелым военачальником."
Missions/#C48_mission,Text,,"Великий полководец Александр, сын Филиппа II Македонского и бич Вавилонской империи, благословил своим присутствием земли Египта. Последний персидский сатрап спешно бежал, едва заслышав о его имени. Принеся Апису в жертву быка в Мемфисе, Александр удостоился титула фараона. Возрадуйтесь, люди! Перед отправкой к оракулу Амона в оазисе Сива наш повелитель приказал основать новый город, который, как он надеется, когда-нибудь станет столицей его огромной империи.

В своей безграничной мудрости Александр назначил вас правителем будущей столицы! Он снабдил вас значительной суммой на строительство и предоставил в ваше распоряжение прославленного греческого архитектора Дейнократа. Он ожидает, что через двенадцать лет, когда он вернётся, город станет торговой, культурной и военной столицей. Наш властитель даже нашёл время, чтобы разметить две центральные улицы будущего города. Улица Канопик тянется с востока на запад. Другая улица расположена перпендикулярно и, начинаясь от мыса Лохиас, идёт на юг в сторону озера Марьют.

Как доверенному советнику данного проекта, вам следует быстро построить порт и проложить выгодные торговые пути. На ваши товары быстро найдутся покупатели, особенно на пшеницу, ячмень, папирус и ткань. Не забывайте также о культурной жизни города и позаботьтесь о защите. Ещё остались бродячие варвары, которые не преминут разграбить сокровища Египта."
Missions/#C49_mission,Text,,"Наследие Александра Великого до сих пор живёт в нашем славном городе. Пусть его останки ныне покоятся в городском мавзолее, Александрия, его великое детище, продолжает процветать. И вы, Птолемей I Сотер, продолжите дело, начатое благородным Александром. Город был основан всего тридцать лет назад, но уже стал мощным торговым центром, снабжающим провизией и предметами роскоши обширные земли вкруг.

Чтобы и впредь обеспечить процветание и безопасный проход кораблей, прибывающих в великий порт, вы должны возвести большой маяк на острове Фарос рядом со входом в залив. Путеводный свет маяка поможет мореплавателям избежать коварных отмелей и безопасно прибыть в порт. Но как бы ни была важна торговля, нельзя игнорировать культурное и интеллектуальное развитие нашего общества. Под вашим руководством Александрия сможет стать и столицей мирового знания. Постройте великую библиотеку, где будут храниться научные труды с далёких и близких земель. Словно пчёлы на мёд, именитые учёные со всего света будут стекаться к этому непревзойдённому центру просвещения.

Для постройки столь великих монументов вам потребуется закупать белый мрамор — он отлично подойдёт для столь величественных зданий. Его можно найти в Энгоми на острове Кипр. И последнее: не забывайте о своём войске. То тут, то там часто будут вспыхивать недовольства. Возможно, вам придётся посылать войска к далёким рубежам во имя интересов и чести Египта."
Missions/#C50_mission,Text,,"Грубая хватка Римской империи день ото дня становится всё сильнее и простирается всё дальше. Смертельная борьба за власть между политиками Рима достигла даже наших земель. После недавнего убийства Помпея на берегах Египта, грозными легионами Рима теперь командует Юлий Цезарь, обратившего свой взор на богатства Египта и красоту нашей царицы Клеопатры VII, дочери Птолемея XII Авлета.

Но над нашей правительницей не так-то просто взять верх в поединках интриг. Цезарь хочет использовать её для усиления влияния Рима в Египте, но и она сама планирует использовать его для сохранения власти династии в наших славных землях. Прибытие Цезаря с римскими войсками в Александрию вызвало бунт среди свободных жителей. Необузданная толпа, подстрекаемая младшим братом Клеопатры Птолемеем XIII, осадила Цезаря и его людей в правительственном квартале города. Разразилась ожесточённая уличная бойня, унёсшая жизни многих людей. Пытаясь сохранить путь к отступлению через море, Цезарь сжёг египетский флот, стоявший на якоре в гавани Александрии. К несчастью, огонь перекинулся на прибрежные склады и уничтожил много папирусных свитков, принадлежащих Великой библиотеке. Чтобы выбраться из ловушки, Цезарь призвал для своего спасения верного Митридата и его войска из Сирии.

После успешного штурма пограничной крепости Мигдол, Митридат форсировал дельту Нила и подошёл к Александрии с юго-востока. Его передовые силы в ожидании последнего броска уже обосновались на окраине небольшого селения Маритис на восточном берегу озера Марьют. Злобный Птолемей XIII узнал о подходе этого подкрепления и в ответ отправил основную часть своей многочисленной армии из Александрии на юго-восток. Решающая битва на берегу озера Марьют вот-вот начнётся. Сумеете ли вы, командуя римскими легионами Митридата, победить мятежную армию Птолемея и прорваться к Цезарю и Клеопатре в Александрии? Их судьба — в ваших руках."
Missions/#C51_mission,Text,,"Кровавая смерть Цезаря от кинжалов убийц посеяла смуту в Римской империи и ввергла вас, царицу Клеопатру VII, в пучину скорби. Нет больше возлюбленного, наставника, доверенного и могущественного союзника. Наследником был провозглашён Октавиан — юный приёмный внучатый племянник Цезаря, но фактическим лидером, к неудовольствию юного Октавиана, стал более опытный Марк Антоний, бывший консул Цезаря. Последняя воля Цезаря ожидаемо не упоминала вашего с ним сына Птолемея Цезаря, в народе прозванного Цезарионом.

Желая обеспечить безопасность себе и сыну и, как и всегда, пытаясь сохранить могущество Египта, вы покинули Рим и отправились в Александрию. Но несмотря на разделяющие вас и Рим расстояние, вы не можете избавиться от римских интриг. Влиятельные мужи по-прежнему борются за власть, и ваша поддержка и доступ к богатствам Египта будут крайне выгодны любой стороне. Для вас жизненно важно поддержать в этой борьбе того, кто станет победителем; встав на сторону проигравшего, вы обречёте Египет на крах. Противостояние между сторонами уже вылилось в открытое сражение при Филиппах, где цезариты Марка Антония нанесли сокрушительное поражение войскам Брута и Кассия. Антоний, Октавиан и Лепид теперь совместно правят империей, восточную часть вместе с Египтом забрал себе Антоний. Вскоре после битвы Антоний призвал вас к себе Тарсус в Малой Азии, дабы вы объяснились, почему так медлили с поддержкой цезаритов.

Но вы не из тех, кого можно призвать как собаку, и мудро решили не отвечать. В конце концов, кому, как не вам, знать что с римлянином лучше встречаться на своих, а не навязанных им условиях! И потому вы, царица Клеопатра, вернулись домой в Египет, в Александрию. Сейчас время приумножать величие этого великолепного города, основанного самим Александром Великим, к чьей гробнице по-прежнему приходят люди. В знаменитую Великую библиотеку Александрии по-прежнему приезжают учёные со всего света, а Фаросский маяк всё так же сияет, указывая мореходам безопасный путь в коварных водах гавани. Теперь вы можете сделать город ещё красивее, построив обширный Цезариум в честь возлюбленного и вашего юного сына. Кроме того, вам необходимо подготовить всё для перехода в иной мир, построив ещё один мавзолей. В нём вам продолжат поклоняться и после того, как вы отправитесь на поля Иалу.
Возможно, в следующий раз Марк Антоний проявит больше такта?"
Missions/#C52_mission,Text,,"О благородная Клеопатра VII, супруга Цезаря, а теперь Антония, в ваших руках покоится судьба Египта, но ваши руки отныне покоятся в ладонях римлянина Марка Антония, а он с головой погружён в борьбу за власть над Римом и его легионами. Нуждаясь не только в бесчисленных богатствах Египта, но и вашей любви и привязанности, Антоний согласился с требованием жениться на вас. К сожалению, весть об этом союзе прокатилась громким скандалом по Риму!

Вы знали, что Антоний до сих пор был женат на Октавии, сестре Октавиана, законного наследника Цезаря и соправителя Рима. Но новости о двоеженстве Антония охладили их отношения до предела. Октавиану кажется, что Антоний оскорбил не только честь его сестры и семьи, но и престиж всего Рима. Чтобы решить этот вопрос и наконец обрести всю полноту власти над Римом, Октавиан вызвал вашего возлюбленного на бой.

Антоний, в сопровождении вас и всего египетского флота, нашёл место для лагеря в греческой земле у Акциума. Там есть хороший порт, где можно будет разместить много ваших кораблей. Вы должны быстро усилить мощь войска, особенно флота. Ваша судьба, судьба Марка Антония, как и судьба Египта и Рима, вновь зависят от силы и доблести ваших воинов."
Missions/#223_victory,Text,,"Даже во времена великих потрясений под чутким руководством вашего рода Тинис вернул свою прежнюю славу. Ваши храбрые воины помогли Иниотефу одержать победу, и этот подвиг не будет забыт."
Missions/#224_victory,Text,,"Благодаря вашим стараниям, вы смогли накормить голодных и обеспечить приток подкреплений во время войны, чтобы раз и навсегда разбить врага. Ваши деяния не будут забыты."
Missions/#225_victory,Text,,"Ваш неустанный труд подарил царству новый красивый и величественный город. Вы многое сделали и для остального Египта, накормив голодных людей в час большой нужды. Ваше усердие не останется без награды."
Missions/#228_victory,Text,,"Все склоняются пред вашим величием, о великий фараон. Вы успешно завоевали северную Нубию и одновременно основали порт у Красного моря, поставляющий важные для процветания товары и медь, необходимую для изготовления оружия нашим войскам."
Missions/#229_victory,Text,,"Слава мудрому и изобретательному фараону! Новый торговый порт у Красного моря процветает, а с вашей поддержкой удалось основать равный по силе торговый форпост в Нубии."
Missions/#C41_victory,Text,,"Превосходный результат! Наш великий фараон Рамсес II не ошибался, когда решил, что именно вы возглавите торговое и военное развитие этого края. Но ветер разносит чувство тревоги! Армии хеттов вновь собираются оспорить наше законное право на эти богатые земли."
Missions/#C42_victory,Text,,Рука фараона вновь разбила ненавистных хеттов. Велика радость нашего мудрейшего и храбрейшего повелителя Рамсеса II! Ваша блестящая победа в такой тяжёлой битве точно будет увековечена в анналах истории.
Missions/#C46_victory,Text,,"Превосходно! Ваша личная храбрость и стойкость в бою вдохновила воинов на самоотверженный подвиг. Проклятые ассирийцы были с позором изгнаны с египетской земли. Известия о ваших деяниях достигли фараона, и он ими очень доволен."
Missions/#C50_victory,Text,,"Ваши могучие легионы сокрушили отребье Птолемея XIII. Его тело выловили из Нила в доказательство того, что он действительно мёртв. Осада была снята, и притязания Клеопатры на престол теперь вне сомнений. Чтобы отпраздновать победу и ещё больше укрепить отношения, Цезарь и Клеопатра отправились в путешествие вверх по Нилу на роскошной царской барже."
Missions/#CM01_mission,Text,,"Гавань Александрии ждёт вас, о фараон. Здесь мы создадим могучий город с населением 20 000 человек, способный поддерживать торговлю с остальным Средиземноморьем и одновременно служить опорой Египту. Возведите величественную пирамиду, которая станет вашей гробницей и проводником в загробный мир. Но будьте начеку: на горизонте сгущаются тучи, и незваные гости могут попытаться помешать вашим усилиям по объединению этого края…"
Missions/#CM02_mission,Text,,"Следите за часами, если вы не закончите обелиск вовремя, фараон натравит на вас свои орды. Регион богат всеми ресурсами, необходимыми для возведения монумента, и вас не будут досаждать никаким запросами на отправку товаров. Секрет процветания города лежит в тщательном планировании дорог и умелом использовании доступной земли."
Missions/#CM03_mission,Text,,"Остров Абу у первого нильского порога — идеальное место для строительства великого города, который станет нашей южной границей. Ввозите ценное эбеновое дерево из оазиса Селима — форпоста, основанного вашими предками, — чтобы продемонстрировать нубийцам несметные богатства. Здесь вам не грозят нападения, так насколько большой город вы сумеете построить?"
Missions/#CM04_mission,Text,,"Египетское царство теперь прочно стоит на ногах, однако фараон желает дальнейшей экспансии. Вы должны основать город для производства оружия, чтобы помочь армии фараона в этом начинании. В награду за это вам будет разрешено построить себе скромную пирамиду. Наладьте связь с другими городами Египта, если вам понадобится что-то, чего нет в вашей земле. Однако имейте в виду, успехи Египта не остались незамеченными со стороны менее развитых соседей, и их зависть разожгла множество стычек на границах египетских форпостов. Рекомендуется собрать собственную армию как можно скорее. Вражеские атаки будут очень частыми и исходить с любого направления!"
Missions/#CM05_mission,Text,,"Ужасы гражданской войны миновали, и теперь ваша семья пожинает плоды победы. Вы правите Египтом твёрдой рукой, и много городов склоняются перед вашей великой властью. Некоторые из этих городов поставляют вам ценную древесину, необходимую для строительства величественного комплекса пирамид в новой столице Иттауи. В знак признательности их покорности помогите им в трудный час. Другие же города весьма раздражены вашим правлением. Он, Шмун и Уасет скоро восстанут против вас. Будьте готовы усмирить их, если они взбунтуются. В Иттауи должен поддерживаться достаточно высокий уровень жизни, чтобы люди оставались в городе. Ваши целевые показатели: рейтинг культуры — 30, рейтинг благополучия — 40, рейтинг Царства — 40 и размер населения — 5000 людей. Предупреждаем: если вы не достигните этих целей в кратчайшие сроки, могут возникнуть проблемы."
Missions/#CM06_mission,Text,,"Господство Египта распространилось по всему Средиземноморью, и вы решили лично проследить за становлением Энгоми на Кипре. Энгоми станет одним из самых прекраснейших городов в империи, полным египетской роскоши. Уровень жизни должен быть достаточно высоким для появления десяти роскошных имений. Также вы должны построить три обелиска, дабы засвидетельствовать владение Египтом этих земель. Пока вы заняты строительством в Енгоми, на континенте люди недовольны вашим отсутствием. Кто-то даже заявляет, что вы забыли о своих прямых обязанностях. В то время, как вашего возвращения с нетерпением ждёт весь Египет, самозванцы начинают жадно поглядывать на пустующий трон. Выполните свои задачи в Энгоми как можно скорее, вернитесь в Египет и напомните о своей власти. Если вы пробудете там слишком долго, то потеряете всё..."
