Key,Type,Desc,Ru,English,French,Spanish,German,Italian
Menu/Language/#Ru,Text,,Русский,Русский,Русский,Русский,Русский,Русский
Buildings/#PomegranateFarm_harvest,Text,,Следующий урожай гранатов: {[Month]}.
Buildings/#PomegranateFarm_tooltip,Text,,"Производит гранаты <sprite name=""Pomegranate"">. Урожай в июне и ноябре, если разместить на лугу."
Buildings/#PomegranateFarm_workers_0,Text,,"На ферме нет рабочих, деревья больны и не плодоносят."
Buildings/#PomegranateFarm_workers_1,Text,,"На ферме почти нет рабочих, урожай гранатов будет разочаровывающим."
Buildings/#PomegranateFarm_workers_100,Text,,"На ферме достаточно рабочих. Деревья приносят столько плодов, сколько позволяет земля."
Buildings/#PomegranateFarm_workers_25,Text,,На ферме слишком мало рабочих. Урожай гранатов будет небольшим.
Buildings/#PomegranateFarm_workers_50,Text,,"На ферме не хватает рабочих. Урожай гранатов не такой большой, какой мог быть."
Buildings/#PomegranateFarm_workers_75,Text,,"Ферма работает не в полную силу, поэтому урожай в этом году будет чуть меньше."
Buildings/#Potter,Text,,Гончарная мастерская
Buildings/#Potter_disabled,Text,,Производство керамики прекращено по приказу торгового советника.
Buildings/#Potter_flavor,Text,,"Здесь гончары лепят из глины и обжигают горшки, в которых жители могут хранить припасы. Торгуйте керамикой или поставляйте её на базары, чтобы жители могли улучшить своё благосостояние."
Buildings/#Potter_stock_0,Text,,Для производства керамики этой мастерской необходима глина со склада или из глиняного карьера.
Buildings/#Potter_storage,Text,,"Запасы глины<sprite name=""Clay"">: {0} мер."
Buildings/#Potter_tooltip,Text,,"Производит керамику <sprite name=""Pottery""> из глины <sprite name=""Clay"">."
Buildings/#Potter_workers_0,Text,,В этой мастерской нет мастеров. Некому обжигать горшки.
Buildings/#Potter_workers_1,Text,,"Здесь почти нет рабочих, в этом году мастерская произведёт очень мало керамики."
Buildings/#Potter_workers_100,Text,,"В этой мастерской достаточно рабочих, производство керамики идёт полным ходом."
Buildings/#Potter_workers_25,Text,,В мастерской слишком мало рабочих. Производство керамики идёт очень медленно.
Buildings/#Potter_workers_50,Text,,Здесь не хватает рабочих. Производство керамики занимает больше времени.
Buildings/#Potter_workers_75,Text,,В мастерской заняты не все рабочие места. Производство керамики немного снижено.
Buildings/#Production,Text,,Производство
Buildings/#ProductionCompletion,Text,,Производство завершено на {0}%.
Buildings/#PtahShrine,Text,,Святилище Птаха
Buildings/#PtahShrine_flavor,Text,,"Рабочие и ремесленники поклоняются Птаху, дабы он облегчил их труд. Гнев Птаха гибелен для любого промысла."
Buildings/#PtahShrine_title,Text,,Святилище Птаха (ремесло)
Buildings/#PtahShrine_tooltip,Text,,Улучшает настроение Птаха. Можно разместить на расстоянии одной клетки от дороги.
Buildings/#PtahTemple,Text,,Храм Птаха
Buildings/#PtahTempleComplex,Text,,Храмовый комплекс Птаха
Buildings/#PtahTempleComplex_flavor,Text,,"Птах — покровитель ремесленников, помогающий им работать быстрее. Алтарь Амона, бога солнца, помогает при возведении монументов, а оракул Тота, бога мудрости и учения, повышает образованность ваших жителей."
Buildings/#PtahTempleComplex_tooltip,Text,,В городе можно построить только один такой огромный храм и только одному богу. Значительно улучшает настроение Птаха.
Buildings/#PtahTemple_flavor,Text,,"Рабочие и ремесленники поклоняются Птаху, дабы он облегчил их труд. Гнев Птаха гибелен для любого промысла."
Buildings/#PtahTemple_title,Text,,Храм Птаха (ремесло)
Buildings/#PtahTemple_tooltip,Text,,Улучшает настроение Птаха.
Buildings/#Quarries,Text,,Карьеры
Buildings/#QuarryGranite,Text,,Гранитный карьер
Buildings/#QuarryLimestone,Text,,Известняковый карьер
Buildings/#QuarryPlainStone,Text,,Каменный карьер
Buildings/#QuarrySandstone,Text,,Песчаниковый карьер
Buildings/#RaShrine,Text,,Святилище Ра
Buildings/#RaShrine_flavor,Text,,"Торговцам хорошо известно, как важно угождать Ра. С его благословения процветает торговля и растёт репутация города."
Buildings/#RaShrine_title,Text,,Святилище Ра (царство)
Buildings/#RaShrine_tooltip,Text,,Улучшает настроение Ра. Можно разместить на расстоянии одной клетки от дороги.
Buildings/#RaTemple,Text,,Храм Ра
Buildings/#RaTempleComplex,Text,,Храмовый комплекс Ра
Buildings/#RaTempleComplex_flavor,Text,,"Как бог Царства, Ра способствует торговцам и путешественникам по всему миру. Алтарь Маат, богини справедливости, поможет уберечь город от преступности, а благодаря оракулу Гора, бога фараонов, жители с большим рвением будут исполнять свою работу. Во имя фараона они будут трудиться на благо всего Египта."
Buildings/#RaTempleComplex_tooltip,Text,,В городе можно построить только один такой огромный храм и только одному богу. Значительно улучшает настроение Ра.
Buildings/#RaTemple_flavor,Text,,"Торговцам хорошо известно, как важно угождать Ра. С его благословения процветает торговля и растёт репутация города."
Buildings/#RaTemple_title,Text,,Храм Ра (царство)
Buildings/#RaTemple_tooltip,Text,,Улучшает настроение Ра.
Buildings/#RawMaterials,Text,,Сырьё
Buildings/#Recruiter,Text,,Вербовщик
Buildings/#Recruiter_ChariotsStored,Text,,"Запасы колесниц<sprite name=""Chariots"">: {0} шт."
Buildings/#Recruiter_ChariotsStored_None,Text,,"В запасах нет колесниц<sprite name=""Chariots"">."
Buildings/#Recruiter_ChariotsStored_One,Text,,"Запасы колесниц<sprite name=""Chariots"">: {0} шт."
Buildings/#Recruiter_CompositeBowsStored,Text,,"Запасы композитных луков<sprite name=""CompositeBows"">: {0} штук.[i2p_One]Запасы композитных луков<sprite name=""CompositeBows"">: {0} штука.[i2p_Few]Запасы композитных луков<sprite name=""CompositeBows"">: {0} штуки."
Buildings/#Recruiter_ShieldsStored,Text,,"Запасы щитов<sprite name=""Shields"">: {0} штук.[i2p_One]Запасы щитов<sprite name=""Shields"">: {0} штука.[i2p_Few]Запасы щитов<sprite name=""Shields"">: {0} штуки."
Buildings/#Recruiter_WeaponsStored,Text,,"Запасы оружия<sprite name=""Weapons"">: {0} шт."
Buildings/#Recruiter_WeaponsStored_None,Text,,"В запасах нет оружия<sprite name=""Weapons"">."
Buildings/#Recruiter_WeaponsStored_One,Text,,"Запасы оружия<sprite name=""Weapon"">: {0} шт."
Buildings/#Recruiter_flavor,Text,,"Нельзя вступить в ряды египетской армии, минуя это место. Здесь новобранцы обучаются основам боевой подготовки."
Buildings/#Recruiter_nostock_workers_1,Text,,"Работают единицы, и оружия нет. Нам едва хватает сил на обучение одного лучника."
Buildings/#Recruiter_nostock_workers_100,Text,,"Мы можем быстро обучать новых лучников, но для обучения пехотинцев и колесничих нам нужны поставки оружия."
Buildings/#Recruiter_nostock_workers_33,Text,,"Не хватает вербовщиков и оружия! Мы можем обучать только лучников, но очень медленно."
Buildings/#Recruiter_nostock_workers_66,Text,,"Нам не хватает вербовщиков, поэтому обучение идёт медленно. А без оружия мы не можем обучать пехотинцев и колесничих."
Buildings/#Recruiter_tooltip,Text,,"Набирает воинов среди жителей. Требуется оружие <sprite name=""Weapons""> для пехотинцев и колесничих, колесницы <sprite name=""Chariots""> — для колесничих."
Buildings/#Recruiter_workers_0,Text,,Некому обучать новобранцев. Да поможет нам Сет в час войны!
Buildings/#ReedGatherer,Text,,Сборщики тростника
Buildings/#ReedGatherer_disabled,Text,,Сбор тростника прекращён по приказу торгового советника.
Buildings/#ReedGatherer_flavor,Text,,"Отсюда сборщики отправляются к болотам собирать тростник для изготовления папируса, без которого образование невозможно."
Buildings/#ReedGatherer_storage,Text,,"Запасы тростника<sprite name=""Reeds"">: {0} мер."
Buildings/#ReedGatherer_workers_0,Text,,"Здесь нет рабочих, некому собирать тростник."
Buildings/#ReedGatherer_workers_1,Text,,"Здесь так мало сборщиков, что они собирают крайне мало тростника."
Buildings/#ReedGatherer_workers_100,Text,,Здесь достаточно рабочих. Ни одна тростинка от нас не ускользнёт.
Buildings/#ReedGatherer_workers_25,Text,,"Здесь работает слишком мало людей, добывается очень мало тростника."
Buildings/#ReedGatherer_workers_50,Text,,"Рабочих не хватает, поэтому добыча тростника идёт медленно."
Buildings/#ReedGatherer_workers_75,Text,,"В этом месте заняты не все рабочие места, поэтому добыча тростника немного снижена."
Buildings/#Religion,Text,,Религия
Buildings/#Remove,Text,,Удалить
Buildings/#Remove_tooltip,Text,,Вы можете исправить свою ошибку.
Buildings/#Road,Text,,Дорога
Buildings/#Road_tooltip,Text,,Соединяет части города.
Buildings/#Roadblock,Text,,Заграждение
Buildings/#Roadblock_flavor,Text,,"Разместите заграждения, чтобы ограничить движение служащих. Жители, идущие к определённой цели (например, разносчики или закупщицы с базара), могут проходить через них свободно."
Buildings/#Roadblock_tooltip,Text,,Ограничивает движение служащих. Размещается на дороге.
Buildings/#Rubble,Text,,Руины
Buildings/#RubbleFlavor,Text,,От здания остались лишь руины. Такое угрюмое место никак не улучшает этот район.
Buildings/#Safety,Text,,Безопасность
Buildings/#SandstoneQuarry,Text,,Песчаниковый карьер
Buildings/#SandstoneQuarry_disabled,Text,,Торговый советник приказал остановить добычу песчаника.
Buildings/#SandstoneQuarry_flavor,Text,,Только песчаник обладает нужными свойствами для строительства мавзолеев и храмов Солнца.
Buildings/#SandstoneQuarry_tooltip,Text,,"Должен размещаться рядом со скалами. Производит песчаник <sprite name=""Sandstone"">."
Buildings/#SandstoneQuarry_workers_0,Text,,В этом карьере нет рабочих. Добыча остановлена.
Buildings/#SandstoneQuarry_workers_1,Text,,"Рабочих почти нет, и добыча практически прекратилась. В этом году добыча песчаника будет ничтожной."
Buildings/#SandstoneQuarry_workers_100,Text,,"На этом руднике достаточно рабочих, вкалывающих на полную силу для добычи песчаника."
Buildings/#SandstoneQuarry_workers_25,Text,,В этой постройке слишком мало рабочих. Производство идёт очень медленно.
Buildings/#SandstoneQuarry_workers_50,Text,,В карьере не хватает рабочих. Добыча песчаника занимает больше времени.
Buildings/#SandstoneQuarry_workers_75,Text,,"Карьер работает не в полную силу. Он будет работать лучше, если нанять больше рабочих."
Buildings/#Schools,Text,,Школы
Buildings/#ScribalSchool,Text,,Школа писцов
Buildings/#ScribalSchool_flavor,Text,,"Дети зажиточных горожан должны обучаться чтению и письму в местных школах, чтобы в будущем пойти по стопам родителей."
Buildings/#ScribalSchool_stock,Text,,"Запасы папируса <sprite name=""Papyrus"">: {0} штук."
Buildings/#ScribalSchool_tooltip,Text,,"При регулярных поставках папируса <sprite name=""Papyrus""> повышает уровень образования в городе."
Buildings/#ScribalSchool_workers_0,Text,,"Эта школа не может никого обучать. Нет учителей, папируса или того и другого."
Buildings/#ScribalSchool_workers_1,Text,,"Пока есть учителя и папирус, школа помогает детям найти призвание, не связанное с изнурительным трудом."
Buildings/#SebekAltar,Text,,Алтарь Себека
Buildings/#SekhmetOracle,Text,,Оракул Сехмет
Buildings/#SenetHouse,Text,,Дом сенета
Buildings/#SenetHouse_flavor,Text,,"Состязание мастерства и удачи может сделать или богатым, или оставить ни с чем."
Buildings/#SenetHouse_stock_0,Text,,"В доме сенета хватает гостей, но постоянные поставки пива оживят игру."
Buildings/#SenetHouse_storage,Text,,"Запасы пива<sprite name=""Beer"">: {0} мер."
Buildings/#SenetHouse_tooltip,Text,,"При регулярных поставках пива <sprite name=""Beer""> повышает уровень развлечений в городе."
Buildings/#SenetHouse_workers_0,Text,,Этот дом сенета никто не посещает. Без работников нет никаких развлечений для людей.
Buildings/#SenetHouse_workers_1,Text,,"К удовольствию местных жителей, в доме сенета постоянно ведётся игра."
Buildings/#Services,Text,,Службы
Buildings/#SethShrine,Text,,Святилище Сета
Buildings/#SethShrine_flavor,Text,,"Сет оберегает солдат и побуждает в них отвагу в бою. Никто не осмелится вступить в бой, не получив благословения от Сета."
Buildings/#SethShrine_title,Text,,Святилище Сета (разрушение)
Buildings/#SethShrine_tooltip,Text,,Улучшает настроение Сета. Можно разместить на расстоянии одной клетки от дороги.
Buildings/#SethTemple,Text,,Храм Сета
Buildings/#SethTempleComplex,Text,,Храмовый комплекс Сета
Buildings/#SethTempleComplex_flavor,Text,,"Благосклонный к вам Сет станет грозным противником для ваших врагов. Под его взором даже неопытные воины сражаются словно львы. Сам он может своей дланью уничтожить неприятелей. Влияние столь грозного бога простирается даже на отдалённые сражения. Алтарь Анубиса, бога смерти, позволяет моргам использовать меньше ткани при подготовке тела к вечной жизни, а оракул Сехмет, богини войны, дарует жрецам Сета силу снизить риск преступности в домах, мимо которых они проходят, и обезвреживать преступников в городе."
Buildings/#SethTempleComplex_tooltip,Text,,В городе можно построить только один такой огромный храм и только одному богу. Значительно улучшает настроение Сета.
Buildings/#SethTemple_flavor,Text,,"Сет оберегает воинов и побуждает в них отвагу в бою. Никто не осмелится вступить в бой, не получив благословения от Сета."
Buildings/#SethTemple_title,Text,,Храм Сета (разрушение)
Buildings/#SethTemple_tooltip,Text,,Улучшает настроение Сета.
Buildings/#ShieldMaker,Text,,Изготовитель щитов
Buildings/#ShieldMaker_disabled,Text,,Торговый советник приказал прекратить производство щитов.
Buildings/#ShieldMaker_flavor,Text,,"Здесь производят надёжные щиты, которые защищают в бою ваших пехотинцев."
Buildings/#ShieldMaker_stock_0,Text,,Эта мастерская не будет производить щиты без поставок шкур со склада или из хижины охотников.
Buildings/#ShieldMaker_storage,Text,,"Запасы шкур<sprite name=""Hides"">: {0} мер."
Buildings/#ShieldMaker_tooltip,Text,,"Производит щиты<sprite name=""Shields""> из шкур<sprite name=""Hides"">."
Buildings/#ShieldMaker_workers_0,Text,,"В мастерской никого нет, никто не производит щиты для пехотинцев."
Buildings/#ShieldMaker_workers_1,Text,,"Здесь почти нет рабочих, в этом году мастерская произведёт очень мало щитов."
Buildings/#ShieldMaker_workers_100,Text,,"Мастерская работает в полную силу, быстро и качественно производя щиты."
Buildings/#ShieldMaker_workers_25,Text,,В мастерской слишком мало рабочих. Производство щитов идёт очень медленно.
Buildings/#ShieldMaker_workers_50,Text,,"Мастерской не хватает рабочих, она производит щиты не так быстро, как могла бы."
Buildings/#ShieldMaker_workers_75,Text,,"Производство щитов пойдёт полным ходом, если нанять ещё больше рабочих."
Buildings/#Shipwright,Text,,Верфь
Buildings/#Shipwright_flavor,Text,,"Если рабочих достаточно, на верфи создаются военные корабли и рыбацкие лодки для свободных причалов. Для строительства боевых и транспортных кораблей нужна древесина; для строительства рыбацких лодок сырьё не требуется."
Buildings/#Shipwright_idle,Text,,"На данный момент нет причалов, которым требуются корабли."
Buildings/#Shipwright_idle_nowood,Text,,Нам нужна древесина для постройки и ремонта военных кораблей.
Buildings/#Shipwright_repairing,Text,,Сейчас мы ремонтируем военный корабль.
Buildings/#Shipwright_repairing_nowood,Text,,"К нам выстроились корабли для ремонта, но нет древесины для их починки."
Buildings/#Shipwright_storage,Text,,"Запасы древесины<sprite name=""Wood"">: {0} мер."
Buildings/#Shipwright_tooltip,Text,,"Здесь строятся корабли для свободных причалов. Рыбацкие лодки не требуют сырья, но для военных кораблей нужна древесина  <sprite name=""Wood"">."
Buildings/#Shipwright_working,Text,,Сейчас мы строим военный корабль или рыбацкую лодку для одного из причалов города.
Buildings/#Shipwright_working_nowood,Text,,"Нам нужно построить военный или транспортный корабль для одного из причалов города, но у нас нет древесины."
Buildings/#ShrineBast,Text,,Святилище Баст
Buildings/#ShrineOsiris,Text,,Святилище Осириса
Buildings/#ShrinePtah,Text,,Святилище Птаха
Buildings/#ShrineRa,Text,,Святилище Ра
Buildings/#ShrineSeth,Text,,Святилище Сета
Buildings/#Shrines,Text,,Святилища
Buildings/#SmallGarden,Text,,Малые сады
Buildings/#SmallStatue,Text,,Малые статуи
Buildings/#Statue,Text,,Статуя
Buildings/#Statue_flavor,Text,,"Монументы, возведённые в честь богов и ушедших фараонов, повышают привлекательность района. Людям нравится жить неподалёку от статуй... и чем они больше, тем лучше."
Buildings/#Statue_tooltip,Text,,"Повышает привлекательность близлежащих домов. Чем крупнее статуя, тем лучше!"
Buildings/#StockAndDistribution,Text,,Хранение и распределение
Buildings/#StockCount,Text,,{0} мер
Buildings/#StonemasonsGuild,Text,,Артель каменотёсов
Buildings/#StonemasonsGuild_disabled,Text,,Работа этой артели остановлена вашим торговым советником.
Buildings/#StonemasonsGuild_flavor,Text,,"Здесь каменотёсы общаются между собой, делятся секретами профессии, находят задания и обтёсывают планы на будущее."
Buildings/#StonemasonsGuild_info,Text,,Эта артель обеспечивает город умелыми мастерами для возведения монументов. Запасов камня не требуется.
Buildings/#StonemasonsGuild_tooltip,Text,,Отправляет каменотёсов на работу над монументом.
Buildings/#StonemasonsGuild_workers_0,Text,,В этой артели нет мастеров. Некому обрабатывать камень.
Buildings/#StonemasonsGuild_workers_1,Text,,"В этой артели почти нет работников, каменотёса приходится дожидаться целую вечность."
Buildings/#StonemasonsGuild_workers_100,Text,,В этой артели достаточно рабочих. Каменотёсы работают с максимальной эффективностью.
Buildings/#StonemasonsGuild_workers_25,Text,,Здесь работает мало людей. Приходится подолгу ожидать начала работ.
Buildings/#StonemasonsGuild_workers_50,Text,,"В этой артели не хватает рук, поэтому работает меньше каменотёсов."
Buildings/#StonemasonsGuild_workers_75,Text,,Эта артель работает не в полную силу. Работа идёт немного медленнее.
Buildings/#StorageYard,Text,,Склад
Buildings/#StorageYard_AlmostFull,Text,,"ВНИМАНИЕ: Склад почти заполнен. Принимаются только товары, которые уже есть. Новые виды товаров не принимаются."
Buildings/#StorageYard_Empty,Text,,На складе ничего нет.
Buildings/#StorageYard_Full,Text,,ВНИМАНИЕ: Склад заполнен. Нет места для новых поступлений.
Buildings/#StorageYard_flavor,Text,,"Товары нужно где-то хранить. Склады торгуют с караванами, обмениваются товарами с близлежащими пристанями и пополняют запасы базаров."
Buildings/#StorageYard_tooltip,Text,,"Здесь хранятся все ресурсы, которые город может произвести или купить. Используется для торговли с караванами."
Buildings/#Storage_DeliveryManBack,Text,,Наш разносчик возвращается назад.
Buildings/#Storage_DeliveryManGet,Text,,Наш разносчик забирает товары.
Buildings/#Storage_DeliveryManIn,Text,,Наш разносчик готов к новым поручениям.
Buildings/#Storage_DeliveryManOut,Text,,Наш разносчик развозит товары.
Buildings/#Storage_Order,Text,,Особые указания
Buildings/#Storage_Quantity,Text,,Хранится
Buildings/#Storage_SpaceFor,Text,,Можно разместить
Buildings/#TaxCollector,Text,,Контора сборщика налогов
Buildings/#TaxCollector_Collector_In,Text,,Наш сборщик скоро начнёт обход.
Buildings/#TaxCollector_Collector_Out,Text,,Наш сборщик отправился получать налоги.
Buildings/#TaxCollector_NoPalace,Text,,"Чтобы собирать налоги, нужно построить дворец."
Buildings/#TaxCollector_NoWorkingPalace,Text,,"Чтобы собирать налоги, нужен работающий дворец."
Buildings/#TaxCollector_flavor,Text,,"Пусть сборщики налогов не пользуются всеобщей любовью, именно благодаря им царство процветает, и народ может пользоваться его благами."
Buildings/#TaxCollector_tooltip,Text,,Позволяет собирать налоги. Требуется работающий дворец.
Buildings/#TaxCollector_workers_0,Text,,"Сборщиков нет, эта контора никак не участвует в пополнении городской казны."
Buildings/#TaxCollector_workers_1,Text,,"В конторе слишком мало работников, местные жители с лёгкостью уходят от уплаты налогов."
Buildings/#TaxCollector_workers_100,Text,,Сборщики работают в полную силу и добиваются уплаты всех налогов на своём пути.
Buildings/#TaxCollector_workers_25,Text,,"Сборщиков слишком мало, поэтому между обходами проходит две недели."
Buildings/#TaxCollector_workers_50,Text,,"Не хватает рабочих, приходится ждать неделю между обходами сборщиков."
Buildings/#TaxCollector_workers_75,Text,,"Приходится ждать день-другой, чтобы сборщик совершил очередной обход."
Buildings/#TempleBast,Text,,Храм Баст
Buildings/#TempleComplexBast,Text,,Храмовый комплекс Баст
Buildings/#TempleComplexOsiris,Text,,Храмовый комплекс Осириса
Buildings/#TempleComplexPtah,Text,,Храмовый комплекс Птаха
Buildings/#TempleComplexRa,Text,,Храмовый комплекс Ра
Buildings/#TempleComplexSeth,Text,,Храмовый комплекс Сета
Buildings/#TempleComplexes,Text,,Храмовые комплексы
Buildings/#TempleOsiris,Text,,Храм Осириса
Buildings/#TemplePtah,Text,,Храм Птаха
Buildings/#TempleRa,Text,,Храм Ра
Buildings/#TempleSeth,Text,,Храм Сета
Buildings/#Temples,Text,,Храмы
Buildings/#ThothOracle,Text,,Оракул Тота
Buildings/#Tower,Text,,Башня
Buildings/#Tower_NoSentry,Text,,"В башне есть работники, но для защиты города вербовщик должен прислать караульных."
Buildings/#Tower_UpgradeButton,Text,,Улучшить башню
Buildings/#Tower_flavor,Text,,Встраивайте башни в стены. При доступе к дорогам в башнях появляются стражники от вербовщика.
Buildings/#Tower_workers_0,Text,,Без работников мы не можем содержать в башне стражников.
Buildings/#TownPalace,Text,,Дворец поселения
Buildings/#TownPalace_tooltip,Text,,В этом достойном процветающего города дворце хранится большая часть городских богатств. Позволяет собирать налоги. Размещается на покрытой травой земле.
Buildings/#TransportWharf,Text,,Транспортный причал
Buildings/#TransportWharf_dockedship,Text,,Наш корабль пришвартован.
Buildings/#TransportWharf_flavor,Text,,"Транспортные корабли, построенные на верфи, швартуются здесь в ожидании новых заданий. Эти корабли необходимы для переброски ваших отрядов по Нилу."
Buildings/#TransportWharf_sailingship,Text,,Наш корабль переправляет войска.
Buildings/#TransportWharf_tooltip,Text,,Перебрасывают отряды на далёкие поля сражений.
Buildings/#Troops,Text,,Форты
Buildings/#Undo,Text,,Отменить последнее действие.
Buildings/#Vault,Text,,"Дебенов<sprite name=""Deben""> в хранилищах: {0}"
Buildings/#VillagePalace,Text,,Дворец деревни
Buildings/#VillagePalace_tooltip,Text,,Здесь хранится большая часть городских богатств. Позволяет собирать налоги. Размещается на покрытой травой земле
Buildings/#Wall,Text,,Стена
Buildings/#Wall_flavor,Text,,"Сами по себе стены не защищают. Стройте на них башни, чтобы получить поддержку в битвах."
Buildings/#Wall_tooltip,Text,,"Необходимы для строительства башен, ужасно влияют на привлекательность."
Buildings/#WarningWorkers,Text,,Советник по рабочей силе может перераспределить рабочих.
Buildings/#WarshipWharf,Text,,Военный причал
Buildings/#WarshipWharf_dockedship,Text,,Наш боевой корабль пришвартован.
Buildings/#WarshipWharf_flavor,Text,,Здесь швартуется боевой корабль в ожидании сражений. Любому городу на Ниле не помешает хотя бы несколько подобных кораблей.
Buildings/#WarshipWharf_sailingship,Text,,Наш боевой корабль отправился в бой.
Buildings/#WarshipWharf_tooltip,Text,,Боевой корабль для будущих сражений
Buildings/#WaterCrossing,Text,,Переправа
Buildings/#WaterLift,Text,,Шадуф
Buildings/#WaterLift_flavor,Text,,"Шадуф перекачивает большие объёмы воды в оросительные каналы, которые соединяются с его передним или задним затворами."
Buildings/#WaterLift_floodplain_unconnected,Text,,Шадуф должен находиться рядом с водой или соединяться оросительным каналом с другим работающим шадуфом.
Buildings/#WaterLift_tooltip,Text,,Качает воду из Нила в оросительные каналы для орошения ферм.
Buildings/#WaterLift_workers_0,Text,,Шадуф не работает. Попросите советника по рабочей силе назначить больше рабочих в службу водоснабжения.
Buildings/#WaterSupply,Text,,Водоснабжение
Buildings/#WaterSupply_flavor,Text,,"Отсюда водоносы забирают чистую воду и разносят в дома, повышая уровень здоровья и счастья."
Buildings/#WaterSupply_tooltips,Text,,Отправляет водоносов для доставки питьевой воды в жилые дома. Размещается на покрытой травой земле.
Buildings/#WaterSupply_workers_0,Text,,Без водоносов пользы от этой постройки как от сухой дыры в земле.
Buildings/#WaterSupply_workers_1,Text,,Здесь работают только служащие. Часто поставок воды нет целый месяц.
Buildings/#WaterSupply_workers_100,Text,,Наши водоносы постоянно снабжают местных жителей чистой водой.
Buildings/#WaterSupply_workers_25,Text,,У нас слишком мало людей. Часто вода не доставляется в течение двух недель.
Buildings/#WaterSupply_workers_50,Text,,Водоносов не хватает. Иной раз перерыв между поставками воды достигает целую неделю.
Buildings/#WaterSupply_workers_75,Text,,Водоносов немного не хватает. Поставки воды производится с перерывом в день или два.
Buildings/#Weaponsmith,Text,,Оружейная кузница
Buildings/#Weaponsmith_disabled,Text,,Ваш торговый советник приказал остановить производство оружия.
Buildings/#Weaponsmith_flavor,Text,,"Оружейники куют из меди копья, которые можно выгодно продать или выдать солдатам."
Buildings/#Weaponsmith_stock_0,Text,,Для производства оружия этой кузнице необходимы поставки меди со склада или медного рудника.
Buildings/#Weaponsmith_storage,Text,,"Запасы меди<sprite name=""Copper"">: {0} мер."
Buildings/#Weaponsmith_tooltip,Text,,"Производит оружие <sprite name=""Weapons""> из меди <sprite name=""Copper"">."
Buildings/#Weaponsmith_workers_0,Text,,"В кузнице никого нет, оружие никто не производит."
Buildings/#Weaponsmith_workers_1,Text,,"Здесь почти нет рабочих, в этом году оружейная мастерская внесёт незначительный вклад в производство города."
Buildings/#Weaponsmith_workers_100,Text,,"В этой мастерской достаточно рабочих, производство оружия идёт полным ходом."
Buildings/#Weaponsmith_workers_25,Text,,В мастерской слишком мало рабочих. Производство оружия идёт очень медленно.
Buildings/#Weaponsmith_workers_50,Text,,Здесь не хватает рабочих. Производство оружия занимает больше времени.
Buildings/#Weaponsmith_workers_75,Text,,"Эта постройка не работает в полную силу, производство оружия идёт не так быстро."
Buildings/#Weaver,Text,,Ткацкая мастерская
Buildings/#Weaver_disabled,Text,,Ваш торговый советник приказал завязать с производством ткани.
Buildings/#Weaver_flavor,Text,,"Здесь из льняного волокна создают ткань, которая используется моргами для бальзамирования. Ткань также можно выгодно продать."
Buildings/#Weaver_stock_0,Text,,Эта мастерская не будет производить ткань без поставок льна со склада или из фермы.
Buildings/#Weaver_storage,Text,,"Запасы льна<sprite name=""Flax"">: {0} мер."
Buildings/#Weaver_tooltip,Text,,"Производит ткань <sprite name=""Linen""> изо льна <sprite name=""Flax"">."
Buildings/#Weaver_workers_0,Text,,"В ткацкой мастерской нет рабочих, и ткань никто не производит."
Buildings/#Weaver_workers_1,Text,,"Здесь почти нет рабочих, в этом году мастерская произведёт очень мало ткани."
Buildings/#Weaver_workers_100,Text,,"Мастерская работает в полную силу, быстро и качественно производя ткань."
Buildings/#Weaver_workers_25,Text,,В этой мастерской слишком мало рабочих. Производство ткани идёт очень медленно.
Buildings/#Weaver_workers_50,Text,,"Мастерской не хватает рабочих, она производит ткань не так быстро, как могла бы."
Buildings/#Weaver_workers_75,Text,,"Производство ткани пойдёт полным ходом, если нанять ещё больше рабочих."
Buildings/#Well,Text,,Колодец
Buildings/#Well_flavor,Text,,"Жители, которым не доставляют чистую воду, могут добывать её в колодце, однако такие районы не столь привлекательны и защищены от болезней."
Buildings/#Well_nohouses,Text,,"Колодец построен зря, поскольку в радиусе действия нет домов."
Buildings/#Well_tooltips,Text,,Предоставляет воду на расстоянии двух ячеек. Рабочие не требуются. Размещается на покрытой травой земле.
Buildings/#Well_unneeded,Text,,Колодец не бесполезен. Все дома получают воду из источника.
Buildings/#WoodCutter,Text,,Лесорубы
Buildings/#WoodCutter_disabled,Text,,Рубка деревьев прекращена по приказу торгового советника.
Buildings/#WoodCutter_flavor,Text,,Древесина используется во многих областях — от возведения монументов до кораблестроения. Она очень востребована по всему Царству.
Buildings/#WoodCutter_storage,Text,,"Запасы брёвен<sprite name=""Wood"">: {0} штук."
Buildings/#WoodCutter_workers_0,Text,,"Лесорубов нет, эта постройка никак не участвует в экономике города."
Buildings/#WoodCutter_workers_1,Text,,"Лесорубов почти нет, поставки древесины практически незначительны."
Buildings/#WoodCutter_workers_100,Text,,В постройке достаточно рабочих. Добыча древесины идёт полным ходом.
Buildings/#WoodCutter_workers_25,Text,,В этой постройке слишком мало рабочих. Производство древесины идёт очень медленно.
Buildings/#WoodCutter_workers_50,Text,,"В постройке не хватает рабочих, производство древесины занимает больше времени."
Buildings/#WoodCutter_workers_75,Text,,"Эта постройка не работает в полную силу, добыча древесины идёт не так быстро."
Buildings/#Work Camp,Text,,Рабочий лагерь
Buildings/#Work Camp_both,Text,,Наши рабочие трудятся на пойменных полях и на стройках монументов.
