Key,Type,Desc,Ru
PHRASE_battle_lost_no_reason_B,Text,,"война ужасно непредсказуема. К несчастью,"
PHRASE_battle_lost_no_reason_C,Text,,
PHRASE_acknowledgement_reason_A,Text,,"поскольку вы безропотно пошли на попятную,"
PHRASE_acknowledgement_reason_B,Text,,"вы безропотно пошли на попятную, и"
PHRASE_acknowledgement_reason_C,Text,,"хотя вы безропотно пошли на попятную,"
PHRASE_acknowledgement_no_reason_A,Text,,"передумав,"
PHRASE_acknowledgement_no_reason_B,Text,,"никогда ни в чём нельзя быть уверенным, но"
PHRASE_acknowledgement_no_reason_C,Text,,
PHRASE_pharaoh_attacks_you_reason_A ,Text,,"поскольку на город напала армия фараона,"
PHRASE_pharaoh_attacks_you_reason_B,Text,,"на ваш город напала армия фараона. Более того,"
PHRASE_pharaoh_attacks_you_reason_C,Text,,"хотя на город напала армия фараона,"
PHRASE_pharaoh_attacks_you_no_reason_A,Text,,"порой фараон поступает по причинам, известным лишь ему."
PHRASE_pharaoh_attacks_you_no_reason_B,Text,,Фараон непредсказуем. Теперь
PHRASE_pharaoh_attacks_you_no_reason_C,Text,,"вы полностью утратили доверие, поэтому"
PHRASE_pharaoh_attacks_you_because_of_low_favor,Text,,"ваша репутация в Царстве окончательно испорчена. Быть может, если одарить египетский народ, вы ещё сможете вернуть его расположение, однако"
PHRASE_eg_city_attacks_you_reason_A ,Text,,"поскольку на ваш город напала египетская армия,"
PHRASE_eg_city_attacks_you_reason_B,Text,,"египетская армия напала на ваш город! Кроме того,"
PHRASE_eg_city_attacks_you_reason_C,Text,,"хотя на ваш город напала египетская армия,"
PHRASE_eg_city_attacks_you_no_reason_A,Text,,берегитесь:
PHRASE_eg_city_attacks_you_no_reason_B,Text,,"настало время войны, ибо"
PHRASE_eg_city_attacks_you_no_reason_C,Text,,"поскольку ваша репутация в царстве крайне низка,"
PHRASE_eg_city_attacks_you_because_of_low_favor,Text,,"ваша репутация в Царстве окончательно испорчена. Быть может, если одарить египетский народ, вы ещё сможете вернуть его расположение, однако"
PHRASE_foreign_army_attacks_you_reason_A ,Text,,"поскольку на город напала {[a_foreign_army]},"
PHRASE_foreign_army_attacks_you_reason_B,Text,,на город напала {[a_foreign_army]}. Теперь
PHRASE_foreign_army_attacks_you_reason_C,Text,,"хотя на город напала {[a_foreign_army]},"
PHRASE_foreign_army_attacks_you_no_reason_A,Text,,"стремясь создать собственную империю,"
PHRASE_foreign_army_attacks_you_no_reason_B,Text,,"нет конца нашим бедам,"
PHRASE_foreign_army_attacks_you_no_reason_C,Text,,
PHRASE_rating_change_reason_I_A ,Text,,"поскольку ваша репутация в Царстве недавно выросла,"
PHRASE_rating_change_reason_I_B,Text,,ваша репутация в царстве улучшилась. Теперь
PHRASE_rating_change_reason_I_C,Text,,"ваша репутация растёт, однако"
PHRASE_rating_change_no_reason_I_A,Text,,"настали хорошие времена,"
PHRASE_rating_change_no_reason_I_B,Text,,"радостные вести,"
PHRASE_rating_change_no_reason_I_C,Text,,египетский народ высоко ценит боевые жертвы вашего города. В результате
PHRASE_rating_change_reason_D_A ,Text,,"поскольку ваша репутация сильно пострадала,"
PHRASE_rating_change_reason_D_B,Text,,"вы теряете популярность в Царстве, и теперь"
PHRASE_rating_change_reason_D_C,Text,,"хотя вы теряете популярность по всему Царству,"
PHRASE_rating_change_no_reason_D_A,Text,,"в Царстве растёт недовольство,"
PHRASE_rating_change_no_reason_D_B,Text,,"плохие вести,"
PHRASE_rating_change_no_reason_D_C,Text,,ваши соотечественники не одобряют вашу жестокость. В результате
PHRASE_price_change_reason_I_A ,Text,,"поскольку цена на ресурс {[resource]} возросла,"
PHRASE_price_change_reason_I_B,Text,,"цена на {[resource]} выросла, и более того,"
PHRASE_price_change_reason_I_C,Text,,"хотя цены выросли,"
PHRASE_price_change_no_reason_I_A,Text,,из-за снижения поставок по всему миру
PHRASE_price_change_no_reason_I_B,Text,,"поскольку рынок продолжает меняться,"
PHRASE_price_change_no_reason_I_C,Text,,
PHRASE_price_change_reason_D_A ,Text,,"поскольку цена на ваш товар {[resource]} снизилась,"
PHRASE_price_change_reason_D_B,Text,,"цены упали, и более того,"
PHRASE_price_change_reason_D_C,Text,,"хотя цены упали,"
PHRASE_price_change_no_reason_D_A,Text,,из-за переизбытка по всему Царству
PHRASE_price_change_no_reason_D_B,Text,,"поскольку рынок продолжает меняться,"
PHRASE_price_change_no_reason_D_C,Text,,
PHRASE_demand_change_reason_I_A,Text,,"поскольку {[city_name]} хочет торговать товаром {[resource]} всё больше,"
PHRASE_demand_change_reason_I_B,Text,,"{[city_name]} хочет ещё больше торговать товаром {[resource]}. Кроме того,"
PHRASE_demand_change_reason_I_C,Text,,"хотя {[city_name]} хочет ещё больше торговать товаром {[resource]},"
PHRASE_demand_change_no_reason_I_A,Text,,"поскольку {[city_name]} растёт,"
PHRASE_demand_change_no_reason_I_B,Text,,"времена меняются, и теперь"
PHRASE_demand_change_no_reason_I_C,Text,,
PHRASE_demand_change_reason_D_A,Text,,"поскольку {[city_name]} торгует товаром {[resource]} всё меньше,"
PHRASE_demand_change_reason_D_B,Text,,"{[city_name]} теперь торгует меньше, и"
PHRASE_demand_change_reason_D_C,Text,,"хотя в город {[city_name]} стал меньше торговать,"
PHRASE_demand_change_no_reason_D_A,Text,,"поскольку жители города {[city_name]} сокращают расходы,"
PHRASE_demand_change_no_reason_D_B,Text,,"времена меняются, и теперь"
PHRASE_demand_change_no_reason_D_C,Text,,
PHRASE_earthquake_reason_A ,Text,,из-за страшного землетрясения
PHRASE_earthquake_reason_B,Text,,вдобавок к страшному землетрясению
PHRASE_earthquake_reason_C,Text,,"несмотря на ужасное землетрясение,"
PHRASE_earthquake_no_reason_A,Text,,жители города в ужасе
PHRASE_earthquake_no_reason_B,Text,,беда опять подкралась к городу
PHRASE_earthquake_no_reason_C,Text,,
PHRASE_stormy_seas_reason_A ,Text,,"море невероятно разбушевалось, поэтому"
PHRASE_stormy_seas_reason_B,Text,,"пока нас одолевали шторма,"
PHRASE_stormy_seas_reason_C,Text,,"несмотря на ужасные бури,"
PHRASE_stormy_seas_no_reason_A,Text,,бушует шторм
PHRASE_stormy_seas_no_reason_B,Text,,"нам выпало новое испытание,"
PHRASE_stormy_seas_no_reason_C,Text,,
PHRASE_sandstorm_reason_A,Text,,"поскольку торговцы не решаются выдвигаться в путь, пока бушует песчаная буря, сухопутная торговля остановилась,"
PHRASE_sandstorm_reason_B,Text,,"песчаные бури остановили торговцев. Кроме того,"
PHRASE_sandstorm_reason_C,Text,,"несмотря на песчаные бури, нарушившие торговлю,"
PHRASE_sandstorm_no_reason_A,Text,,из-за сильных ветров
PHRASE_sandstorm_no_reason_B,Text,,"пустыня — опасное место,"
PHRASE_sandstorm_no_reason_C,Text,,
PHRASE_wage_change_reason_I_A ,Text,,"поскольку жалование по всему Царству растёт,"
PHRASE_wage_change_reason_I_B,Text,,"жалование по всему Царству растёт, и"
PHRASE_wage_change_reason_I_C,Text,,"хотя жалование по всему Царству растёт,"
PHRASE_wage_change_no_reason_I_A,Text,,"времена меняются, и теперь"
PHRASE_wage_change_no_reason_I_B,Text,,"для одних повод радостный, для других — досадный:"
PHRASE_wage_change_no_reason_I_C,Text,,
PHRASE_wage_change_reason_D_A ,Text,,"поскольку жалование падает,"
PHRASE_wage_change_reason_D_B,Text,,"жалование падает, кроме того,"
PHRASE_wage_change_reason_D_C,Text,,"хотя жалование падает,"
PHRASE_wage_change_no_reason_D_A,Text,,в попытке сократить траты
PHRASE_wage_change_no_reason_D_B,Text,,"некоторые недовольны, но номархи ликуют, ведь"
PHRASE_wage_change_no_reason_D_C,Text,,
PHRASE_bad_water_reason_A ,Text,,из-за недавнего загрязнения воды
PHRASE_bad_water_reason_B,Text,,загрязнение воды стало прискорбным событием. Теперь
PHRASE_bad_water_reason_C,Text,,"несмотря на недавнее загрязнение воды,"
PHRASE_bad_water_no_reason_A,Text,,несчастья преследуют наш город
PHRASE_bad_water_no_reason_B,Text,,", это и впрямь прискорбно. Похоже,"
PHRASE_bad_water_no_reason_C,Text,,
PHRASE_goldmine_cavein_reason_A ,Text,,из-за обрушения золотого рудника
PHRASE_goldmine_cavein_reason_B,Text,,обрушение золотого рудника омрачило жизнь города. Теперь
PHRASE_goldmine_cavein_reason_C,Text,,"несмотря на обрушение золотого рудника,"
PHRASE_goldmine_cavein_no_reason_A,Text,,из-за движения песков
PHRASE_goldmine_cavein_no_reason_B,Text,,случилось непредвиденное! Наш
PHRASE_goldmine_cavein_no_reason_C,Text,,
PHRASE_landslide_reason_A ,Text,,"из-за недавнего оползня,"
PHRASE_landslide_reason_B,Text,,недавние оползни были разрушительными. Теперь
PHRASE_landslide_reason_C,Text,,"несмотря на недавние ужасные оползни,"
PHRASE_landslide_no_reason_A,Text,,пришли ужасные вести:
PHRASE_landslide_no_reason_B,Text,,без всякого предупреждения
PHRASE_landslide_no_reason_C,Text,,
PHRASE_flood_fails_reason_A ,Text,,"поскольку ожидается неудачный разлив,"
PHRASE_flood_fails_reason_B,Text,,"разлива не будет, и"
PHRASE_flood_fails_reason_C,Text,,"хотя разлива не будет,"
PHRASE_flood_fails_no_reason_A,Text,,"засуха охватила всю Африку, и"
PHRASE_flood_fails_no_reason_B,Text,,"нам выпало новое испытание,"
PHRASE_flood_fails_no_reason_C,Text,,
PHRASE_perfect_flood_reason_A ,Text,,"поскольку в этом году ожидается хороший разлив,"
PHRASE_perfect_flood_reason_B,Text,,"в этом году ожидается хороший разлив, и"
PHRASE_perfect_flood_reason_C,Text,,"хотя в этом году ожидается хороший разлив,"
PHRASE_perfect_flood_no_reason_A,Text,,вас ждёт благая весть — вскоре в Африку придут обильные дожди
PHRASE_perfect_flood_no_reason_B,Text,,удача на нашей стороне
PHRASE_perfect_flood_no_reason_C,Text,,
PHRASE_flood_perfect_reason_A ,Text,,"поскольку в этом году ожидается хороший разлив,"
PHRASE_flood_perfect_reason_B,Text,,"в этом году ожидается хороший разлив, и"
PHRASE_flood_perfect_reason_C,Text,,"хотя в этом году ожидается хороший разлив,"
PHRASE_flood_perfect_no_reason_A,Text,,вас ждёт благая весть — вскоре в Африку придут обильные дожди
PHRASE_flood_perfect_no_reason_B,Text,,удача на нашей стороне
PHRASE_flood_perfect_no_reason_C,Text,,
PHRASE_bedouin_attacks_you_reason_A ,Text,,"поскольку вам удалось отбиться от бедуинской армии,"
PHRASE_bedouin_attacks_you_reason_B,Text,,вам удалось отбиться от бедуинской армии. К тому же
PHRASE_bedouin_attacks_you_reason_C,Text,,"хотя вам удалось отбиться от бедуинской армии,"
PHRASE_bedouin_attacks_you_no_reason_A,Text,,"враги жаждут наших богатств,"
PHRASE_bedouin_attacks_you_no_reason_B,Text,,"нам угрожает великая беда,"
PHRASE_bedouin_attacks_you_no_reason_C,Text,,
PHRASE_gift_accepted_reason_P_A,Text,,"поскольку вы приняли дар — {0} {[resource]} — от города {[city_name]},"
PHRASE_gift_accepted_reason_P_B,Text,,"вы приняли подарок от города {[city_name]},"
PHRASE_gift_accepted_reason_P_C,Text,,"хотя вы приняли подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_accepted_reason_C_A,Text,,"поскольку вы приняли дар — {0} {[resource]} — от города {[city_name]},"
PHRASE_gift_accepted_reason_C_B,Text,,"вы приняли подарок от города {[city_name]},"
PHRASE_gift_accepted_reason_C_C,Text,,"хотя вы приняли подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_forfeited_reason_P_A,Text,,"поскольку вы не приняли подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_forfeited_reason_P_B,Text,,"вы не приняли подарок ({[resource]}, {0} шт.) от города {[city_name]}. Кроме того,"
PHRASE_gift_forfeited_reason_P_C,Text,,"хотя вы не приняли подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_forfeited_reason_C_A,Text,,"поскольку вы не приняли дар — {0} {[resource]} — от города {[city_name]},"
PHRASE_gift_forfeited_reason_C_B,Text,,"вы не приняли дар — {0} {[resource]} — от города {[city_name]}. Кроме того,"
PHRASE_gift_forfeited_reason_C_C,Text,,"хотя вы не приняли дар — {0} {[resource]} — от города {[city_name]},"
PHRASE_gift_refused_reason_P_A,Text,,"поскольку вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_refused_reason_P_B,Text,,"вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]}. Теперь"
PHRASE_gift_refused_reason_P_C,Text,,"хотя вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_refused_reason_C_A,Text,,"поскольку вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_refused_reason_C_B,Text,,"вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]}. Теперь"
PHRASE_gift_refused_reason_C_C,Text,,"хотя вы отказались принять подарок ({[resource]}, {0} шт.) от города {[city_name]},"
PHRASE_gift_no_reason_P_A,Text,,"поскольку вам не помешала бы помощь,"
PHRASE_gift_no_reason_P_B,Text,,"щедрость фараона не знает границ, поэтому"
PHRASE_gift_no_reason_P_C,Text,,фараон высоко ценит жертвы вашего города. В результате
PHRASE_gift_no_reason_C_A,Text,,"поскольку вам не помешала бы помощь,"
PHRASE_gift_no_reason_C_B,Text,,"египтяне всегда помогают друг другу, поэтому"
PHRASE_gift_no_reason_C_C,Text,,египетский народ высоко ценит жертвы вашего города. В результате
