Key,Type,Desc,Ru
Guide/#Scribes_Title,Text,,Писцы
Guide/#SenetHouse_Content,Text,,"Дом сенета — это место, где люди могут отдохнуть за увлекательной игрой в сенет, олицетворяющий путешествие к загробному миру. За кружкой пива и игрой жители проводят часы напролёт, ведя непринуждённые дружеские беседы. Помимо доступа к дороге и рабочей силе, дому сенета необходимы поставки <link=""#Brewery_Title""><u>пива</u></link> для обслуживания посетителей. Проверьте у <link=""#OverseerDiversions_Title""><u>советника по развлечениям</u></link>, сколько домов сенета есть в городе. Людям не нравится жить рядом с домом сенета (см. статью <link=""#HousingDesirability_Title""><u>Дома и привлекательность</u></link> для дальнейшей информации).
Клиенты склонны громко кричать и шуметь — особенно те, кто проиграл крупную сумму за игрой в сенет."
Guide/#SenetHouse_Title,Text,,Дом сенета
Guide/#Shipwright_Content,Text,,"Верфи строят как коммерческие лодки, так и военные корабли. Они строят лодки для <link=""#FishingWharf_Title""><u>рыбацких причалов</u></link>, корабли для <link=""#WarshipWharf_Title""><u>военных</u></link> и <link=""#TransportWharf_Title""><u>транспортных</u></link> причалов. Верфь следует строить на прямом участке береговой линии. Вы узнаете, когда выбрали подходящее место, когда увидите зелёную проекцию верфи на карте. Верфи также следует размещать на судоходном месте — на берегу Нила или моря. Верфи, размещённые в узких протоках и внутренних водоёмах, не смогут отправить построенные корабли к ожидающим их причалам. Это может застопорить всю вашу водную промышленность, так как верфи будут постоянно строить лодки, которые, не найдя выхода к своему причалу, будут затапливаться.
Верфям необходим доступ к дорогам и рабочей силе, а также запас древесины для постройки транспортных кораблей и меди — для военных. Для постройки рыбацких лодок ничего не нужно. Верфь получает заказ на постройку корабля прямо с пристани. Как только тот будет готов, он отправится от верфи к причалу приписки. Если время позволяет, то одна верфь сможет обеспечить все потребности города.
Верфь не строит лодки для <link=""#WaterCrossings_Title""><u>паромной переправы</u></link>. У паромщиков есть свои лодки для пассажиров, а переселенцы пересекают реку самостоятельно. Верфь производит много шума, поэтому жить рядом с ней никто не желает."
Guide/#Shipwright_Title,Text,,Верфь
Guide/#ShrineTemple_Content,Text,,"Невозможно умилостивить богов без святилищ и храмов. И местные божества, и боги-покровители требуют внимания, а жителям необходим доступ к религиозным заведениям. Дополнительную информацию о влиянии богов на ваш город см. в статье <link=""#Religion_Title""><u>Религия</u></link>. Для получения информации об особенностях храмового комплекса каждого бога, выберите:
<link=""#TempleComplex_Title""><u>Храмовый комплекс Осириса</u></link>
<link=""#TempleComplexRa_Title""><u>Храмовый комплекс Ра</u></link>
<link=""#TempleComplexPtah_Title""><u>Храмовый комплекс Птаха</u></link>
<link=""#TempleComplexSeth_Title""><u>Храмовый комплекс Сета</u></link>
<link=""#TempleComplexBast_Title""><u>Храмовый комплекс Баст</u></link>

Святыни — это небольшие памятники, посвящённые определённому богу. Им не нужен прямой доступ к дороге, но они должны находиться в пределах двух шагов от неё, чтобы за ними могли следить пожарные и архитекторы. Они не нуждаются в рабочих и не выпускают служащих, и следовательно, они не дают доступа к религиозным заведениям. Их главная цель — умилостивить богов. Чтобы предоставить людям места для поклонения и ещё больше задобрить богов, стройте храмы.

Для храмов необходим доступ к дорогам и рабочей силе для найма жрецов. Когда храм работает, вы увидите жрецов, несущих религию вашим людям. Как и святыни, храмы посвящены определённому богу. И храмы, и святилища улучшают <link=""#HousingDesirability_Title""><u>привлекательность</u></link> районов, в которых они расположены, а также влияют на <link=""#Ratings_Title""><u>культурный рейтинг</u></link> города."
Guide/#ShrineTemple_Title,Text,,Святилища и храмы
Guide/#Sphinx_Content,Text,,"Сфинкс — это мастерски вырезанный из камня и раскрашенный защитник пирамид. Для постройки сфинкса сначала необходимо найти подходящую площадку. При размещении места под строительство появится проекция площадки. Перемещая её по карте, добейтесь того, чтобы все ромбы стали зелёными. Когда вся проекция будет зелёной, значит, вы нашли подходящее скрытое месторождения камня. Щёлкните левой кнопкой мыши, и обнаружится камень. Если в проекции останутся красные ромбы, значит, какой-то изъян в ландшафте мешает постройке сфинкса.
После размещения площадки за работу могут взяться <link=""#ConstructionGuilds_Title""><u>каменотёсы</u></link> и <link=""#ConstructionGuilds_Title""><u>плотники</u></link> (при условии, что у них уже есть запасы древесины). Плотники начнут возводить леса, на которых каменотёсы начнут высекать сфинкса.
Щёлкните по сфинксу, чтобы посетить <link=""#ConstructionForeman_Title""><u>советника по монументам</u></link> и узнать о ходе строительства."
Guide/#Sphinx_Title,Text,,Сфинкс
Guide/#SteppedPyramid_Content,Text,,"Ступенчатые пирамиды, первые пирамиды, построенные в Египте, представляют собой гигантские лестницы к солнцу. Они полностью сделаны из <link=""#StoneQuarries_Title""><u>камня</u></link>, хотя для подъёма камня на более высокие уровни пирамиды необходимо возводить пандусы из древесины. Для строительства пандусов и укладки камня необходимы артели <link=""#ConstructionGuilds_Title""><u>плотников</u></link> и <link=""#ConstructionGuilds_Title""><u>каменотёсов</u></link>. Для доставки камня на огромных салазках также нужен труд чернорабочих.
Как только на <link=""#StorageYard_Title""><u>складе</u></link> накопится четыре каменных блока, рабочие отправятся в трудный путь к монументу. Ступенчатые пирамиды могут быть пяти размеров: малые, средние, большие, комплекс пирамид и комплекс великих пирамид.
Посетите <link=""#ConstructionForeman_Title""><u>прораба</u></link> и <link=""#OverseerMonuments_Title""><u>советника по монументам</u></link> для дополнительной информации. Статья о <link=""#MonumentConstruction_Title""><u>строительстве монументов</u></link> также может быть полезной."
Guide/#SteppedPyramid_Title,Text,,Ступенчатая пирамида
Guide/#StoneQuarries_Content,Text,,"Рабочие карьеров выдалбливают большие блоки четырёх разных типов: камень, известняк, гранит и песчаник.
Если в районе города есть обширные скальные выходы, то, вероятно, будет возможность строить карьеры для добычи камня. Однако в некоторых районах есть скалы, которые не подходят ни для строительства, ни для добычи. В таких местах скалы являются просто досадной помехой, поскольку их нельзя расчистить и на них невозможно строить дороги и здания. Карьеры необходимо строить рядом скалистыми выходами. Выбрав подходящее место, вы увидите зелёную проекцию возводимого карьера. В противном случае вы увидите красный блок. Камень не может быть переработан в другие товары, однако он является является строительным материалом для монументов, и для завершения даже небольших монументов требуется значительное количество камня.
Карьеры, вырытые в стороне от скалистых выходов, склонны к обрушению. Не забудьте построить <link=""#Architect_Title""><u>пост архитектора</u></link> рядом с карьерами, чтобы предотвратить катастрофу. Карьеры нуждаются в доступе к рабочей силе и дороге. Из-за шума от постоянных ударов о камни карьеры являются непривлекательными соседями."
Guide/#StoneQuarries_Title,Text,,Каменные карьеры
Guide/#StorageYard_Content,Text,,"Склады являются хранилищем для всей готовой продукции и излишков сырья. Они также хранят еду, если вы прямо прикажете им об этом (см. Особые указания ниже), и помогают торговать импортируемыми и экспортируемыми товарами (см. статью <link=""#Trade_Title""><u>Торговля</u></link>).
Для работы складам необходим доступ к дорогам и рабочей силе. Склады наиболее эффективны, когда полностью укомплектованы рабочими. Они могут работать при нехватке работников, но при этом не смогут эффективно доставлять товары.
Каждый склад разделён на восемь секций и может хранить до восьми различных типов товаров. Каждая секция может принимать только определённый товар, хотя один и тот же товар может храниться в нескольких секциях. Количество хранимого товара зависит от его размеров. Чем больше товар, тем меньшее его количество может хранить склад. Например, в одной секции склада может храниться гораздо больше керамики, чем каменных блоков.
Многим постройкам необходим быстрый доступ к складам. <link=""#Industry_Title""><u>Производства</u></link> доставляют товары на ближайший склад, а базарные закупщицы отправляются на ближайший склад за товарами, которые нужны их клиентам. Склады, в свою очередь, будут доставлять сырьё и другие необходимые материалы в первую очередь в ближайшие постройки. Доставщики со складов в случае необходимости будут неохотно преодолевать большие расстояния, но при этом производства могут простаивать в ожидании необходимых поставок. Целесообразно располагать склады рядом со всеми объектами, которые в них нуждаются.
Нажмите на склад, чтобы точно узнать, сколько каждого товара имеется в наличии на нём и может ли он принять больше товаров. Вы можете контролировать поступление и отправку товаров с помощью особых указаний. Нажмите на предмет, чтобы сообщить складу, как с ним обращаться. Возможны следующие указания:
Принимать: чтобы ограничить количество определённых товаров, используйте команду «Принимать», представленную цветным кругом. Вы можете приказать складу заполнить 1/4, 1/2 или 3/4 от общей вместимости. Если вы не хотите ограничивать размещение товара на складе, убедитесь, что напротив него изображён полный зелёный круг. Этот выбор полезен, когда нужно, чтобы на складе хранилось равное количество нескольких товаров, или чтобы на складе хранились товары на экспорт.
Не принимать: используйте эту команду, чтобы сообщить складу, чтобы он вообще прекратил принимать данный тип товаров. Склад не будет принимать новые поставки этого товара, но закупщицы с базара, торговые партнёры и производства в городе могут использовать оставшиеся на складе запасы данного товара. Используйте эту возможность, чтобы доставщики обходили ближайший склад в пользу другого, расположенного дальше. Если не указать обратное, склады не будут принимать пищу, поэтому еда будет доставляться в амбары.
Получить: если на складе заканчивается определённый товар, который вы хотели бы иметь под рукой, используйте команду «Получить». Доставщик со склада будет искать этот товар на других складах, пока не выполнит указание. Вы можете указать складу получить до 1/4, 1/2, 3/4 или полную вместимость склада. Эта возможность позволяет дальним складам оставаться заполненными.
Опустошить: при использовании этого указания доставщик со склада попытается опустошить запас определённого товара, доставив его на производства или другие склады. Используйте это указание, если вы решили снести склад или хотите убрать один вид товаров, находящийся на этом складе.
Принимать всё/Принимать ничего: используйте это указание, чтобы быстро переключать поведение склада, принимающим всё или отказывающимся от всего. Поведение по умолчанию — принимать всё, однако это можно изменить в настройках игрового процесса.
Склады являются ключом в доставке товаров жителям города. <link=""#Bazaar_Title""><u>Базары</u></link> получают необходимые горожанам товары непосредственно со складов. Склады также важны для торговли. Все импортные товары хранятся на складах, а все товары, предназначенные для продажи, хранятся там до тех пор, пока за ними не приедут торговцы из других городов."
Guide/#StorageYard_Title,Text,,Склад
Guide/#SunTemple_Content,Text,,"Храмы Солнца воздают особую честь культу Солнца, которым очень дорожат фараоны. Чтобы возвести храм Солнца, необходимы <link=""#StoneQuarries_Title""><u>песчаник</u></link> и <link=""#WoodCutter_Title""><u>древесина</u></link>, а также услуги артелей <link=""#ConstructionGuilds_Title""><u>плотников</u></link> и <link=""#ConstructionGuilds_Title""><u>каменотёсов</u></link> и <link=""#WorkCamp_Title""><u>рабочих лагерей</u></link>.
Храмы Солнца начинаются с обелиска из песчаника. Для его возведения необходимо, чтобы на городских <link=""#StorageYard_Title""><u>складах</u></link> было достаточно песчаника. Как только необходимое количество блоков песчаника будет достигнуто, станет возможным размещение храма Солнца. После укладки камня плотники возведут вокруг обелиска строительные леса, а каменотёсы начнут украшать стороны обелиска. Закончив работу над обелиском, они начнут возведение остальной части храма Солнца. Сначала строится вестибюль, а затем — каменные стены. Закончив стены, каменотёсы построят передний храм. Для этих работ каменотёсам необходимы поставки песчаника, доставляемого на салазках чернорабочими. Работая над передним храмом, стенами и вестибюлем, каменотёсы будут облицовывать их декоративными плитками. Как только передний храм будет построен и будут уложены все плитки, храм Солнца будет считаться законченным.
Посещайте <link=""#ConstructionForeman_Title""><u>прораба</u></link> и <link=""#OverseerMonuments_Title""><u>советника по монументам</u></link> для получения новостей о строительстве."
Guide/#SunTemple_Title,Text,,Храм Солнца
Guide/#TaxCollector_Content,Text,,"Сборщики налогов обходят улицы и контролируют поступление средств от жителей города. Сборщики работают из конторы, для которой нужен доступ к дороге и рабочей силе. В добавок к этому, в городе должен быть <link=""#Palace_Title""><u>дворец</u></link>. Часть богатств города хранится в конторе сборщиков. Установление ставки налога может быть сложным делом. Вам придётся балансировать между нуждами города и терпением его жителей. Людям не нравится слишком долго платить высокие налоги, и при первой возможности они покинут город в поисках лучшей доли. Если часть населения платит высокие налоги, а другая часть — нет, <link=""#PopulationGrowth_Title""><u>настроение города</u></link> может резко упасть, что приведёт к росту <link=""#Crime_Title""><u>уровня преступности</u></link>.
Посетите своего <link=""#OverseerTreasury_Title""><u>смотрителя по казне</u></link> и прочитайте статью о <link=""#Money_Title""><u>деньгах</u></link> для совета по установлению ставки налога."
Guide/#TaxCollector_Title,Text,,Сборщик налогов
Guide/#TempleComplexBast_Content,Text,,"Строительство храмового комплекса Баст приносит удачу любому городу. Баст помогает горожанам быть счастливыми, заставляя их довольствоваться меньшим. В результате её благосклонности скорость, с которой ваши жители потребляют еду и товары, снижается, а эффекты артистов, учителей и врачей длятся дольше. Её сестры-богини также улучшают жизнь ваших горожан:
Алтарь Исиды, богини исцеления: через жриц Баст Исида возлагает свои исцеляющие руки на население города, удаляя с улиц больных чумой и очищая все заражённые дома, мимо которых проходят жрицы. Исида также позаботится об общем улучшении здравоохранения вашего города.
Оракул Хатор, богини радости, любви и праздника: Хатор, польщенная созданным вами оракулом, улучшит настроение горожан, что приведёт к улучшению <link=""#PopulationGrowth_Title""><u>настроений в городе</u></link>.
Людям нравится жить рядом с храмовым комплексом. Чтобы узнать больше о религии, нажмите <link=""#Religion_Title""><u>сюда</u></link>."
Guide/#TempleComplexBast_Title,Text,,Храмовый комплекс Баст
Guide/#TempleComplexPtah_Content,Text,,"После постройки храмового комплекса честь Птаха он ускоряет производство многих отраслей промышленности вашего города, включая золотые и медные рудники, рудники драгоценных камней, глиняные карьеры, верфи, ювелиров и ткачей. Алтарь и оракул в храмовом комплексе Птаха ускоряют производство других отраслей и улучшают способности преподавателей:
Алтарь Амона, бога Солнца: польщённый вашим вниманием, Амон побуждает каменоломни, лесорубов и кирпичные мастерские работать быстрее.
Оракул Тота, бога мудрости и учения: цель Тота — нести свет учения как можно большему количеству людей. После постройки оракула Тота библиотекари и учителя используют меньше папируса для обучения жителей города.
Людям нравится жить рядом с храмовым комплексом. Чтобы узнать больше о религии, нажмите <link=""#Religion_Title""><u>сюда</u></link>."
Guide/#TempleComplexPtah_Title,Text,,Храмовый комплекс Птаха
Guide/#TempleComplexRa_Content,Text,,"Ра улыбается городу, посвятившему ему храмовый комплекс, и он следит за тем, чтобы другие в Царстве также радовались вашему городу. Строительство храмового комплекса для Ра повышает рейтинг в Царстве и, если город окажется в долгах, позволяет платить более низкую процентную ставку. Постройка алтаря и оракула в храмовом комплексе Ра поможет вам управлять городскими делами:
Алтарь Маат, богини справедливости: через жрецов Ра Маат оказывает успокаивающее воздействие на ваш город. Проходя мимо домов, жрецы Ра отговаривают жителей от воровства. Простое присутствие алтаря снижает общий риск возникновения преступности в городе.
Оракул Гора, бога фараонов: этот оракул увеличивает преданность жителей своему городу и Царству, поощряя их соглашаться на более низкую заработную плату без влияния на их настроение.
Людям нравится жить рядом с храмовым комплексом. Чтобы узнать больше о религии, нажмите <link=""#Religion_Title""><u>сюда</u></link>."
Guide/#TempleComplexRa_Title,Text,,Храмовый комплекс Ра
Guide/#TempleComplexSeth_Content,Text,,"Когда в городе есть храмовый комплекс, посвящённый Сету, он вселяет жестокую волю в воинов города, давая им больше опыта и защищая их в бою. Дополнения к храмовому комплексу Сета:
Алтарь Анубиса, бога смерти: Анубис облегчает горожанам доступ к вечной жизни. С его благословения моргам требуется меньше ткани для подготовки тел к вечности.
Оракул Сехмет, богини войны: Сехмет наделяет жрецов Сета силой снижать риск преступности в домах, мимо которых они проходят, и обезвреживать преступников в городе.
Людям нравится жить рядом с храмовым комплексом. Чтобы узнать больше о религии, нажмите <link=""#Religion_Title""><u>сюда</u></link>."
Guide/#TempleComplexSeth_Title,Text,,Храмовый комплекс Сета
Guide/#TempleComplex_Content,Text,,"Когда вы построите храмовый комплекс Осириса, бог склонен из года в год насылать лучшие разливы. Вы можете построить следующие дополнения к храмовому комплексу Осириса:
Алтарь Себека, бога плодородия: Себек наделяет жрецов Осириса силой увеличивать запасы еды и товаров в городе. Пока жрецы Осириса ходят по вашему городу, люди в домах, мимо которых они проходят, вдруг довольствуются меньшим.
Оракул Мина, бога возрождения: когда ваш город чествует Мина оракулом, он ускоряет отрастание деревьев и тростника, увеличивает скорость размножения дичи и увеличивает производительность от рыбалки и охоты.
Людям нравится жить рядом с храмовым комплексом. Чтобы узнать больше о религии, нажмите <link=""#Religion_Title""><u>сюда</u></link>."
Guide/#TempleComplex_Title,Text,,Храмовый комплекс Осириса
Guide/#TombRobber_Content,Text,,"Где есть гробница, там есть и сокровища! Расхититель гробниц — это преступник, который появляется, если <link=""#PopulationGrowth_Title""><u>настроения в городе</u></link> становятся крайне низкими. Однако он нанесёт удар по городу только в том случае, если есть сокровища, которые можно разграбить. Так что если в вашем городе нет гробниц (пирамид, <link=""#Mastaba_Title""><u>мастаб</u></link>, <link=""#Mausoleum_Title""><u>мавзолеев</u></link> или <link=""#RoyalTomb_Title""><u>царских усыпальниц</u></link>), то он никогда не появится в вашем городе. Он также не будет беспокоиться, если в них не будет никаких <link=""#Burial_Title""><u>погребальных принадлежностей</u></link> (в случае, если они не требуются для завершения гробницы или вы ещё не успели их отправить).
Иногда расхитители гробниц появляются даже тогда, когда в городе нет признаков преступности. Если профессиональные расхитители получат известие от своих дружков о том, что в гробницах вашего города есть особенно ценные погребальные принадлежности, они поднимут волну преступности, и у вас нет никакой возможности предсказать, когда она произойдёт. Все расхитители преследуют одну цель: лишить вечно спящего фараона богатств и сокровищ, хранящихся в его гробнице для использования в загробной жизни. Для достижения этой цели расхититель должен проникнуть в гробницу и не попасться силам поддержания правопорядка. Если на пути к гробнице его повстречает стражник или воины, его обычно тихо и эффективно «обезвреживают», хотя у чрезвычайно проворного вора иногда всё же есть возможность сбежать.
Если расхититель гробниц успешно доберётся до монумента, он скроется с некоторыми ранее отправленными погребальными принадлежностями, что негативно скажется на вашем <link=""#Ratings_Title""><u>рейтинге Царства</u></link>, ведь никто не захочет быть подданным того, кто не способен защитить могилы предков.
Расхитители гробниц не привередливы в выборе гробниц. Они вполне могут попытаться осквернить монумент, который уже существовал до начала вашего правления. К счастью, эти гробницы хорошо запечатаны, и расхититель ничего не сможет оттуда украсть, однако люди Египта будут настолько поражены тем, что одной из древнейших гробниц угрожала опасность, что рейтинг Царства резко упадёт. Будьте внимательны! Если расхититель сумеет скрыться с частью погребальных принадлежностей, вам придётся возместить похищенное, чтобы завершить миссию.
Чтобы узнать больше о преступности в вашем городе, щёлкните <link=""#Crime_Title""><u>сюда</u></link>."
Guide/#TombRobber_Title,Text,,Расхититель гробниц
Guide/#TopPanel_Content,Text,,"Эта панель пользовательского интерфейса отображает следующую информацию:
Количество <link=""#Money_Title""><u>дебенов</u></link> в городской казне.
Численность <link=""#PopulationGrowth_Title""><u>населения</u></link> вашего города. Помните, что не все, кто живёт в вашем городе, являются рабочими — вы можете узнать эту информацию, наведя указатель мыши на число.
Текущий месяц и год. Для удобства используется современный календарь. Если для вас время течёт слишком быстро или слишком медленно, используйте настройки скорости на верхней левой панели.
Нилометр, который представлен стрелкой, указывающей вниз. Если вы нажмёте на неё, откроется новая панель и покажет, каковы прогнозы для следующего разлива."
Guide/#TopPanel_Title,Text,,Верхняя панель
Guide/#Trade_Content,Text,,"Ни один город не является полностью самодостаточным. Торговля доставляет в ваш город товары, которые он не может произвести сам. Экспорт товаров приносит много денег — подчас больше, чем город может заработать на налогах. Из-за этого ваш город должен начать торговлю, как только сможет удовлетворить потребности своих жителей. На <link=""#Worldmap_Title""><u>карте мира</u></link> показано, какие города могут торговать с вами. Нажмите на один из этих городов, чтобы узнать, какие товары он может покупать и продавать. Нажмите кнопку «Открыть торговый путь», чтобы оплатить создание нового партнёрства.
Открытие торгового пути может быть дорогостоящим, но в долгосрочной перспективе оно окупится. После этого посетите своего <link=""#OverseerCommerce_Title""><u>торгового советника</u></link>, чтобы настроить торговые отношения. Вы можете заметить, что товары продаются за меньшую цену, чем они стоят вам. Разница в ценах покрывает расходы торговца на приезд в ваш город.

Импорт: Чтобы начать импорт, нажмите на нужный товар. После выбора у вас есть два варианта. Либо выбрать, какое количество товара вы хотите иметь на складах города и поручить своему советнику ограничивать закупки соответствующим образом. Либо позволить торговому советнику самому решать, сколько денег должно быть в наличии у города. Он будет продолжать импортировать товар до тех пор, пока городские запасы находятся ниже установленного уровня или пока не будет достигнут годовой лимит торгового партнёра. Некоторые требуемые вашему городу товары можно только закупать. К ним относятся белый мрамор для строительства монументов и масло для изготовления <link=""#LampMaker_Title""><u>ламп</u></link>. Для развития городского <link=""#HousingDesirability_Title""><u>жилья</u></link> до самого высокого уровня также придётся импортировать предметы роскоши. Импорт может стать довольно дорогим, поэтому внимательно следите за <link=""#_Title""><u>городской казной</u></link>. Если вы заметите, что склады полны определённым импортным товаром, сэкономьте деньги и прекратите закупку, пока запасы не будут исчерпаны. Кроме того, импорт сырья всегда дешевле, чем импорт готовой продукции. В долгосрочной перспективе город сэкономит деньги, если у него будут собственные производства, способные превращать импортное сырье в готовый продукт.

Экспорт: Чтобы начать экспорт, нажмите на товар, который хотите продавать. Затем решите, сколько должно быть в наличии у города, или пусть решение принимает торговый советник. Излишки будут продаваться в пределах годового лимита партнёра. Имейте в виду, что некоторые экспортные товары также нужны горожанам, поэтому убедитесь, что у вас достаточно запасов для их нужд. Почаще проверяйте свои базары и жилые дома, чтобы узнать, есть ли у них запас товаров, которыми вы торгуете. Кроме того, убедитесь, что у зданий, которым нужна готовая продукция, есть определённый запас. Если жилые дома и другие здания испытывают трудности со снабжением, возможно, город слишком много экспортирует.

Иногда город может и продавать, и покупать определённый товар. Это даёт вам больше гибкости при планировании городских производств. Чтобы увеличить доход города, распределите рабочую силу на производство товара и экспорт торговому партнёру. Если вы хотите использовать рабочую силу города для других целей, вместо производства импортируйте готовый продукт. Город никогда не может одновременно импортировать и экспортировать товар, и нет никакой выгоды перепродавать импортный товар другому городу. Стоимость закупки будет выше стоимости продажи, поэтому город-посредник будет только терять деньги. С другой стороны, импорт сырья и экспорт готовой продукции часто является очень выгодным решением.
Торговцы прибывает к вашему городу либо с караваном, либо с торговым кораблём. Прежде чем вы сможете торговать с торговцем любого типа, у вас должен быть работающий склад. А если к вам прибывают торговые корабли, также ещё понадобится <link=""#Dock_Title""><u>пристань</u></link>. Торговые корабли ведут все свои дела в пристанях, и всё необходимое для торговли со складов привозят туда доставщики."
